price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
5.38,43.0,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),"2,601",4.6,Marty Noble,Paperback,2015.0,Non Fiction
16.26,44.0,The Nightingale: A Novel,"99,932",4.8,Kristin Hannah,Hardcover,2015.0,Fiction
14.44,45.0,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper","8,083",4.8,Ree Drummond,Hardcover,2015.0,Non Fiction
8.73,46.0,What Pet Should I Get? (Classic Seuss),"6,169",4.8,Dr. Seuss,Hardcover,2015.0,Fiction
19.39,47.0,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),"6,646",4.7,Bill O'Reilly,Hardcover,2015.0,Non Fiction
14.39,48.0,Harry Potter Coloring Book,"10,136",4.8,Scholastic,Paperback,2015.0,Non Fiction
9.99,49.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"19,371",4.6,Chris Kyle,Paperback,2015.0,Non Fiction
14.68,50.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,"15,554",4.6,Melissa Hartwig Urban,Hardcover,2015.0,Non Fiction
5.71,51.0,Diary of a Minecraft Zombie Book 1: A Scare of A Dare,"12,855",4.7,Zack Zombie,Paperback,2015.0,Fiction
6.79,52.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2015.0,Fiction
14.95,53.0,Lost Ocean: An Inky Adventure and Coloring Book for Adults,"8,066",4.7,Johanna Basford,Paperback,2015.0,Non Fiction
20.72,54.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","6,296",4.6,Patrick Lencioni,Hardcover,2015.0,Non Fiction
41.0,55.0,The Official SAT Study Guide,"1,526",4.4,The College Board,Paperback,2015.0,Non Fiction
9.05,56.0,10-Day Green Smoothie Cleanse,"32,825",4.7,JJ Smith,Paperback,2015.0,Non Fiction
6.92,57.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2015.0,Non Fiction
4.59,58.0,Chicka Chicka Boom Boom (Board Book),"33,598",4.9,Bill Martin Jr.,Board book,2015.0,Fiction
13.64,59.0,The Day the Crayons Came Home,"5,389",4.9,Drew Daywalt,Hardcover,2015.0,Fiction
13.3,60.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"18,840",4.7,Randall Munroe,Hardcover,2015.0,Non Fiction
7.68,61.0,Paper Towns,"10,316",4.4,John Green,Paperback,2015.0,Fiction
12.79,62.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Paperback,2015.0,Non Fiction
12.0,63.0,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),"3,094",4.2,Laurence J. Kotlikoff,Hardcover,2015.0,Non Fiction
11.46,64.0,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)","7,465",4.7,Rick Riordan,Hardcover,2015.0,Fiction
8.95,65.0,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2015.0,Fiction
8.29,66.0,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2015.0,Fiction
9.48,67.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","24,552",4.8,Valorie Schaefer,Paperback,2015.0,Non Fiction
7.99,68.0,Potty (Leslie Patricelli board books),"12,933",4.7,Leslie Patricelli,Board book,2015.0,Fiction
22.49,69.0,Thing Explainer: Complicated Stuff in Simple Words,"3,834",4.6,Randall Munroe,Hardcover,2015.0,Non Fiction
19.71,70.0,Dead Wake: The Last Crossing of the Lusitania,"11,006",4.6,Erik Larson,Hardcover,2015.0,Non Fiction
3.97,71.0,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2015.0,Fiction
12.88,72.0,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook","3,754",4.4,Ali Maffucci,Paperback,2015.0,Non Fiction
3.99,73.0,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),"2,944",4.5,Alberta Hutchinson,Paperback,2015.0,Non Fiction
144.0,74.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","12,114",4.7,American Psychiatric Association,Paperback,2015.0,Non Fiction
6.99,75.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,"4,838",4.6,DK,Paperback,2015.0,Fiction
12.74,76.0,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,"8,313",4.0,Phil McGraw,Hardcover,2015.0,Non Fiction
5.49,77.0,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2015.0,Non Fiction
18.0,78.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2015.0,Non Fiction
15.79,79.0,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2015.0,Non Fiction
12.99,80.0,The Road to Character,"3,074",4.4,David Brooks,Hardcover,2015.0,Non Fiction
4.98,81.0,Where Is Baby's Belly Button? A Lift-the-Flap Book,"12,738",4.8,Karen Katz,Board book,2015.0,Non Fiction
13.29,82.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2015.0,Fiction
13.95,83.0,Guess How Much I Love You,"5,890",4.8,Sam McBratney,Board book,2015.0,Fiction
9.99,84.0,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through","1,797",4.7,Valentina Harper,Paperback,2015.0,Non Fiction
9.99,85.0,Little Blue Truck,"1,958",4.9,Alice Schertle,Board book,2015.0,Fiction
9.49,86.0,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2015.0,Fiction
11.29,87.0,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Paperback,2015.0,Non Fiction
7.5,88.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","6,281",4.6,Tom Robinson,Paperback,2015.0,Non Fiction
7.48,89.0,George Orwell,"72,441",4.7,George Orwell,Mass Market Paperback,2015.0,Fiction
20.97,90.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","9,891",4.7,Kerry Patterson,Paperback,2015.0,Non Fiction
14.98,91.0,Emotional Intelligence 2.0,"10,429",4.5,Travis Bradberry,Hardcover,2015.0,Fiction
10.4,92.0,For the Love: Fighting for Grace in a World of Impossible Standards,"1,862",4.6,Jen Hatmaker,Hardcover,2015.0,Non Fiction
13.48,93.0,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)","13,598",4.8,Herve Tullet,Hardcover,2015.0,Non Fiction
8.22,94.0,Little Blue Truck board book,"8,204",4.9,Alice Schertle,Board book,2015.0,Non Fiction
4.55,95.0,"Brown Bear, Brown Bear, What Do You See?","47,193",4.9,Bill Martin Jr.,Board book,2015.0,Fiction
6.78,96.0,A Long Walk to Water: Based on a True Story,"16,131",4.7,Linda Sue Park,Paperback,2015.0,Fiction
25.64,97.0,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,"33,321",4.7,George R. R. Martin,Mass Market Paperback,2015.0,Fiction
13.32,98.0,Rogue Lawyer: A Novel,"17,686",4.2,John Grisham,Hardcover,2015.0,Fiction
4.72,99.0,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),"1,060",4.5,Lilt Kids Coloring Books,Paperback,2015.0,Non Fiction
5.99,100.0,Lord of the Flies,"31,815",4.6,William Golding,Mass Market Paperback,2015.0,Fiction
11.46,1.0,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script","43,339",4.3,J.K. Rowling,Hardcover,2016.0,Fiction
18.29,2.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2016.0,Non Fiction
4.78,3.0,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2016.0,Non Fiction
8.32,4.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"28,111",4.5,Marie Kondō,Hardcover,2016.0,Non Fiction
8.48,5.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2016.0,Fiction
14.25,6.0,Diary of a Wimpy Kid #11: Double Down,"14,027",4.8,Jeff Kinney,Hardcover,2016.0,Fiction
12.77,7.0,When Breath Becomes Air,"29,336",4.8,Paul Kalanithi,Hardcover,2016.0,Non Fiction
6.9,8.0,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2016.0,Fiction
7.57,9.0,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2016.0,Non Fiction
14.68,10.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,"15,544",4.6,Melissa Hartwig Urban,Hardcover,2016.0,Non Fiction
7.63,11.0,A Man Called Ove: A Novel,"56,988",4.7,Fredrik Backman,Paperback,2016.0,Fiction
11.7,12.0,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),"11,308",4.8,Bill O'Reilly,Hardcover,2016.0,Non Fiction
10.5,13.0,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2016.0,Non Fiction
12.07,14.0,The Magnolia Story,"10,133",4.8,Chip Gaines,Hardcover,2016.0,Non Fiction
4.99,15.0,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2016.0,Non Fiction
17.36,16.0,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Mass Market Paperback,2016.0,Fiction
12.45,17.0,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"29,400",4.5,J. D. Vance,Hardcover,2016.0,Non Fiction
13.4,18.0,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),"9,202",4.7,J.K. Rowling,Hardcover,2016.0,Fiction
23.69,19.0,Hamilton: The Revolution,"13,105",4.9,Lin-Manuel Miranda,Hardcover,2016.0,Non Fiction
10.33,20.0,The Girl on the Train,"91,515",4.1,Paula Hawkins,Paperback,2016.0,Fiction
8.55,21.0,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2016.0,Non Fiction
9.09,22.0,"The Official SAT Study Guide, 2016 Edition","1,089",4.4,The College Board,Paperback,2016.0,Non Fiction
8.99,23.0,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns Paperback","3,113",4.5,Adult Coloring Book Designs,Paperback,2016.0,Non Fiction
7.74,24.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2016.0,Non Fiction
7.38,25.0,Milk and Honey,"46,407",4.7,Rupi Kaur,Paperback,2016.0,Non Fiction
3.97,26.0,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2016.0,Fiction
15.2,27.0,Born to Run,"5,515",4.7,Bruce Springsteen,Hardcover,2016.0,Non Fiction
9.94,28.0,Alexander Hamilton,"19,082",4.8,Ron Chernow,Paperback,2016.0,Non Fiction
4.93,29.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2016.0,Fiction
17.99,30.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2016.0,Non Fiction
1.5,31.0,The Constitution of the United States,"5,802",4.9,Delegates of the Constitutional Convention,Pamphlet,2016.0,Non Fiction
9.67,32.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2016.0,Fiction
8.55,33.0,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2016.0,Fiction
8.45,34.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2016.0,Non Fiction
25.99,35.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),"14,418",4.6,Thug Kitchen,Hardcover,2016.0,Non Fiction
33.9,36.0,PokÃ©mon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon,"5,158",4.7,Scholastic,Paperback,2016.0,Fiction
24.29,37.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2016.0,Non Fiction
14.42,38.0,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,"10,707",4.7,Chrissy Teigen,Hardcover,2016.0,Non Fiction
12.92,39.0,Between the World and Me,"20,038",4.7,Ta-Nehisi Coates,Hardcover,2016.0,Non Fiction
4.99,40.0,Calm the F*ck Down: An Irreverent Adult Coloring Book,"21,068",4.6,Sasha O'Hara,Paperback,2016.0,Non Fiction
5.0,41.0,Dear Zoo: A Lift-the-Flap Book,"26,368",4.8,Rod Campbell,Board book,2016.0,Fiction
7.53,42.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2016.0,Fiction
5.49,43.0,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2016.0,Non Fiction
38.86,45.0,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2016.0,Fiction
21.99,46.0,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","21,527",4.9,J.K. Rowling,Hardcover,2016.0,Fiction
9.05,47.0,10-Day Green Smoothie Cleanse,"32,825",4.7,JJ Smith,Paperback,2016.0,Non Fiction
8.47,48.0,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","9,505",4.7,Lysa TerKeurst,Paperback,2016.0,Non Fiction
16.26,49.0,The Nightingale: A Novel,"99,932",4.8,Kristin Hannah,Hardcover,2016.0,Fiction
23.7,50.0,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Illustrated) (2),"13,321",4.9,J. K. Rowling,Hardcover,2016.0,Fiction
8.29,51.0,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2016.0,Fiction
4.98,52.0,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2016.0,Fiction
6.79,53.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2016.0,Fiction
20.72,54.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","6,296",4.6,Patrick Lencioni,Hardcover,2016.0,Fiction
18.98,55.0,All the Light We Cannot See,"67,291",4.6,Anthony Doerr,Hardcover,2016.0,Fiction
4.55,56.0,"Brown Bear, Brown Bear, What Do You See?","47,193",4.9,Bill Martin Jr.,Board book,2016.0,Fiction
13.29,57.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2016.0,Fiction
11.89,58.0,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer","10,074",4.9,Priscilla Shirer,Paperback,2016.0,Non Fiction
24.5,59.0,The Whistler,"42,265",4.4,John Grisham,Hardcover,2016.0,Fiction
4.14,60.0,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2016.0,Fiction
15.9,61.0,Cooking for Jeffrey: A Barefoot Contessa Cookbook,"2,405",4.7,Ina Garten,Hardcover,2016.0,Non Fiction
11.29,62.0,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)","9,969",4.7,Rick Riordan,Hardcover,2016.0,Fiction
4.44,63.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2016.0,Non Fiction
4.02,64.0,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),"12,981",4.8,Golden Books,Hardcover,2016.0,Fiction
6.92,65.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2016.0,Fiction
14.0,66.0,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate","7,693",4.2,Gary J. Byrne,Hardcover,2016.0,Non Fiction
5.99,67.0,First 100 Animals,"9,440",4.8,Roger Priddy,Board book,2016.0,Non Fiction
8.49,68.0,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns","3,138",4.5,Coloring Books for Adults,Paperback,2016.0,Non Fiction
5.36,69.0,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2016.0,Fiction
9.87,70.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","11,620",4.8,Brené Brown,Paperback,2016.0,Non Fiction
9.89,71.0,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),"13,221",4.5,Ransom Riggs,Paperback,2016.0,Fiction
13.63,72.0,Grit: The Power of Passion and Perseverance,"12,517",4.6,Angela Duckworth,Hardcover,2016.0,Non Fiction
14.98,73.0,Emotional Intelligence 2.0,"10,429",4.5,Travis Bradberry,Hardcover,2016.0,Fiction
13.5,74.0,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,"21,293",4.5,Colson Whitehead,Hardcover,2016.0,Fiction
9.49,75.0,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2016.0,Fiction
27.99,76.0,The Food Lab: Better Home Cooking Through Science,"9,022",4.9,J. Kenji López-Alt,Hardcover,2016.0,Non Fiction
18.98,77.0,Me Before You: A Novel (Movie Tie-In),"1,224",4.6,Jojo Moyes,Paperback,2016.0,Fiction
4.59,78.0,Chicka Chicka Boom Boom (Board Book),"33,589",4.9,Bill Martin Jr.,Board book,2016.0,Non Fiction
9.48,79.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","24,552",4.8,Valorie Schaefer,Paperback,2016.0,Non Fiction
7.99,80.0,Potty (Leslie Patricelli board books),"12,933",4.7,Leslie Patricelli,Board book,2016.0,Fiction
20.06,81.0,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","7,920",4.7,Timothy Ferriss,Hardcover,2016.0,Non Fiction
5.59,82.0,"First 100 Padded: Numbers, Colors, Shapes","7,034",4.8,Roger Priddy,Hardcover,2016.0,Non Fiction
8.08,83.0,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,"7,275",4.7,Thaneeya McArdle,Paperback,2016.0,Non Fiction
8.97,84.0,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,"12,578",4.4,Laurel Randolph,Paperback,2016.0,Non Fiction
9.99,85.0,Quieting Your Heart: 6-Month Bible-Study Journal,"1,577",4.5,Darlene Schacht,Paperback,2016.0,Non Fiction
9.9,86.0,The Book with No Pictures,"16,882",4.8,B. J. Novak,Hardcover,2016.0,Fiction
5.38,87.0,Creative Haven Owls Coloring Book (Adult Coloring),"5,205",4.7,Marjorie Sarnat,Paperback,2016.0,Non Fiction
9.09,88.0,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)","6,468",4.7,Rick Riordan,Hardcover,2016.0,Fiction
9.99,89.0,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,"15,022",4.7,Johanna Basford,Paperback,2016.0,Non Fiction
6.98,90.0,Harry Potter and the Sorcerer's Stone,"5,120",4.8,J.K. Rowling,Paperback,2016.0,Fiction
8.95,91.0,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2016.0,Fiction
22.95,92.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),"45,711",4.9,Dungeons & Dragons,Hardcover,2016.0,Fiction
7.5,93.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","6,281",4.6,Tom Robinson,Paperback,2016.0,Non Fiction
7.48,94.0,George Orwell,"72,441",4.7,George Orwell,Mass Market Paperback,2016.0,Fiction
8.48,95.0,"The Giver (Giver Quartet, 1)","26,262",4.7,Lois Lowry,Paperback,2016.0,Fiction
11.29,97.0,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Paperback,2016.0,Non Fiction
8.22,98.0,Little Blue Truck board book,"8,204",4.9,Alice Schertle,Board book,2016.0,Non Fiction
14.39,99.0,Harry Potter Coloring Book,"10,136",4.8,Scholastic,Paperback,2016.0,Non Fiction
9.19,100.0,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2016.0,Fiction
9.67,1.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2017.0,Fiction
7.38,2.0,Milk and Honey,"46,407",4.7,Rupi Kaur,Paperback,2017.0,Non Fiction
6.9,3.0,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2017.0,Fiction
14.35,4.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2017.0,Non Fiction
9.89,5.0,The Getaway,"17,169",4.8,Jeff Kinney,Hardcover,2017.0,Fiction
8.97,6.0,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,"12,578",4.4,Laurel Randolph,Paperback,2017.0,Non Fiction
12.45,7.0,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"29,400",4.5,J. D. Vance,Hardcover,2017.0,Non Fiction
9.49,8.0,Astrophysics for People in a Hurry,"20,795",4.7,Neil deGrasse Tyson,Hardcover,2017.0,Non Fiction
4.78,9.0,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2017.0,Non Fiction
14.68,10.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,"15,544",4.6,Melissa Hartwig Urban,Hardcover,2017.0,Non Fiction
14.35,11.0,The Handmaid's Tale,"60,681",4.4,Margaret Atwood,Paperback,2017.0,Fiction
7.57,12.0,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2017.0,Non Fiction
8.45,13.0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2017.0,Non Fiction
9.99,14.0,What Happened,"6,911",4.6,Hillary Rodham Clinton,Hardcover,2017.0,Non Fiction
8.48,15.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2017.0,Fiction
11.58,16.0,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,"29,896",4.7,Admiral William H. McRaven,Hardcover,2017.0,Non Fiction
7.48,17.0,George Orwell,"72,441",4.7,George Orwell,Mass Market Paperback,2017.0,Fiction
10.5,18.0,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2017.0,Non Fiction
13.39,19.0,Origin: A Novel (Robert Langdon),"36,238",4.4,Dan Brown,Hardcover,2017.0,Fiction
7.63,20.0,A Man Called Ove: A Novel,"56,988",4.7,Fredrik Backman,Paperback,2017.0,Fiction
9.0,21.0,The Sun and Her Flowers,"16,958",4.8,Rupi Kaur,Paperback,2017.0,Non Fiction
5.0,22.0,Dear Zoo: A Lift-the-Flap Book,"26,368",4.8,Rod Campbell,Board book,2017.0,Fiction
7.74,23.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2017.0,Non Fiction
3.97,24.0,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2017.0,Fiction
18.29,25.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2017.0,Non Fiction
8.55,26.0,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2017.0,Fiction
13.4,27.0,The Shack: Where Tragedy Confronts Eternity,"23,392",4.7,William P. Young,Paperback,2017.0,Fiction
8.32,28.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"28,111",4.5,Marie Kondō,Hardcover,2017.0,Non Fiction
15.29,29.0,"Option B: Facing Adversity, Building Resilience, and Finding Joy","3,057",4.5,Sheryl Sandberg,Hardcover,2017.0,Non Fiction
25.99,30.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),"14,418",4.6,Thug Kitchen,Hardcover,2017.0,Non Fiction
14.48,31.0,A Gentleman in Moscow: A Novel,"50,209",4.6,Amor Towles,Hardcover,2017.0,Fiction
24.29,32.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2017.0,Non Fiction
5.36,33.0,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2017.0,Fiction
8.39,34.0,Thirteen Reasons Why,"13,726",4.5,Jay Asher,Paperback,2017.0,Fiction
17.91,35.0,Leonardo da Vinci,"6,541",4.6,Walter Isaacson,Hardcover,2017.0,Non Fiction
4.98,36.0,The Pout-Pout Fish,"23,576",4.9,Deborah Diesen,Board book,2017.0,Fiction
20.19,37.0,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),"13,883",4.9,Mr. Jim Kay,Hardcover,2017.0,Fiction
4.14,38.0,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2017.0,Fiction
4.55,39.0,"Brown Bear, Brown Bear, What Do You See?","47,193",4.9,Bill Martin Jr.,Board book,2017.0,Fiction
22.95,40.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),"45,711",4.9,Dungeons & Dragons,Hardcover,2017.0,Fiction
4.93,41.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2017.0,Fiction
4.02,42.0,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),"12,981",4.8,Golden Books,Hardcover,2017.0,Fiction
4.99,43.0,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2017.0,Non Fiction
20.06,44.0,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","7,920",4.7,Timothy Ferriss,Hardcover,2017.0,Non Fiction
7.99,45.0,Milk and Vine: Inspirational Quotes From Classic Vines,"6,305",4.5,Adam Gasiewski,Paperback,2017.0,Non Fiction
11.0,46.0,Ready Player One: A Novel,"45,965",4.7,Ernest Cline,Paperback,2017.0,Fiction
8.99,47.0,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),"16,127",4.9,Dav Pilkey,Hardcover,2017.0,Fiction
25.0,48.0,Obama: An Intimate Portrait,"10,039",4.9,Pete Souza,Hardcover,2017.0,Non Fiction
17.99,49.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2017.0,Non Fiction
14.59,50.0,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"21,828",4.6,David Grann,Hardcover,2017.0,Non Fiction
9.48,51.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","24,552",4.8,Valorie Schaefer,Paperback,2017.0,Non Fiction
8.47,52.0,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","9,505",4.7,Lysa TerKeurst,Paperback,2017.0,Non Fiction
9.94,53.0,Big Little Lies,"32,079",4.6,Liane Moriarty,Paperback,2017.0,Fiction
12.97,54.0,The Official SAT Study Guide,"2,345",4.5,The College Board,Paperback,2017.0,Non Fiction
